0	1
1	2
2	1
3	3
4	0
5	3
6	0
7	2
8	3
9	1
10	0
11	0
12	1
13	3
14	2
15	3
16	0
17	2
18	2
19	3
20	2
21	1
22	0
23	0
24	2
25	1
26	2
27	1
28	0
29	1
30	3
31	1
32	2
33	1
34	2
35	1
36	0
37	0
38	2
39	1
40	1
41	2
42	1
43	0
44	3
45	3
46	2
47	2
48	0
49	3
50	1
51	2
52	3
53	2
54	2
55	0
56	2
57	0
58	3
59	3
60	1
61	1
62	3
63	0
64	2
65	3
66	2
67	2
68	1
69	0
70	2
71	3
72	2
73	2
74	3
75	2
76	1
77	2
78	2
79	2
80	0
81	0
82	0
83	1
84	2
85	3
86	1
87	2
88	1
89	1
90	0
91	2
92	2
93	3
94	0
95	1
96	3
97	2
98	1
99	1
100	2
101	0
102	3
103	3
104	2
105	2
106	1
107	2
108	2
109	2
110	0
111	1
112	1
113	0
114	0
115	1
116	0
117	0
118	3
119	3
120	2
121	0
122	2
123	1
124	0
125	1
126	3
127	2
128	0
129	2
130	0
131	3
132	0
133	3
134	3
135	0
136	3
137	2
138	0
139	2
140	0
141	0
142	0
143	3
144	3
145	1
146	2
147	0
148	3
149	0
150	2
151	0
152	2
153	0
154	2
155	0
156	2
157	2
158	0
159	1
160	3
161	0
162	2
163	3
164	0
165	2
166	1
167	3
168	3
169	2
170	2
171	3
172	2
173	2
174	3
175	2
176	3
177	0
178	3
179	0
180	2
181	0
182	0
183	1
184	0
185	1
186	0
187	2
188	2
189	2
190	3
191	2
192	3
193	3
194	2
195	3
196	1
197	1
198	0
199	3
200	1
201	2
202	1
203	0
204	3
205	0
206	1
207	2
208	1
209	0
210	3
211	0
212	3
213	1
214	2
215	0
216	3
217	3
218	2
219	1
220	0
221	0
222	1
223	2
224	0
225	3
226	3
227	2
228	0
229	3
230	1
231	2
232	2
233	2
234	0
235	2
236	1
237	1
238	2
239	0
240	3
241	2
242	3
243	0
244	3
245	2
246	3
247	2
248	2
249	1
250	1
251	1
252	0
253	0
254	1
255	2
256	3
257	1
258	1
259	3
260	1
261	1
262	0
263	1
264	1
265	0
266	0
267	1
268	1
269	3
270	1
271	0
272	0
273	0
274	0
275	0
276	2
277	3
278	1
279	0
280	2
281	0
282	2
283	3
284	2
285	2
286	0
287	0
288	1
289	1
290	0
291	3
292	2
293	2
294	2
295	2
296	3
297	0
298	2
299	2
300	2
301	0
302	1
303	0
304	2
305	0
306	2
307	0
308	0
309	2
310	0
311	3
312	1
313	1
314	3
315	0
316	3
317	1
318	2
319	1
320	0
321	1
322	3
323	1
324	1
325	2
326	3
327	3
328	3
329	1
330	3
331	3
332	2
333	3
334	1
335	1
336	2
337	3
338	0
339	2
340	3
341	2
342	0
343	1
344	2
345	2
346	2
347	1
348	2
349	3
350	2
351	2
352	3
353	1
354	1
355	1
356	3
357	0
358	0
359	0
360	2
361	0
362	0
363	3
364	0
365	2
366	3
367	0
368	3
369	3
370	3
371	1
372	2
373	0
374	0
375	2
376	3
377	0
378	2
379	3
380	1
381	3
382	2
383	0
384	3
385	2
386	3
387	3
388	2
389	0
390	3
391	0
392	2
393	0
394	2
395	2
396	1
397	2
398	1
399	2
400	1
401	2
402	3
403	3
404	1
405	0
406	0
407	1
408	2
409	1
410	0
411	0
412	2
413	0
414	3
415	1
416	2
417	0
418	2
419	2
420	0
421	3
422	1
423	0
424	1
425	2
426	0
427	0
428	3
429	1
430	2
431	0
432	1
433	1
434	0
435	0
436	2
437	1
438	1
439	1
440	3
441	1
442	1
443	3
444	3
445	2
446	0
447	0
448	3
449	2
450	1
451	2
452	1
453	0
454	1
455	2
456	2
457	0
458	3
459	3
460	2
461	1
462	3
463	2
464	0
465	2
466	1
467	3
468	1
469	0
470	3
471	2
472	3
473	1
474	3
475	1
476	2
477	3
478	0
479	2
480	1
481	0
482	2
483	2
484	3
485	0
486	1
487	0
488	2
489	3
490	0
491	2
492	0
493	1
494	2
495	3
496	0
497	2
498	2
499	2
500	3
501	0
502	0
503	2
504	2
505	2
506	2
507	1
508	3
509	1
510	2
511	1
512	1
513	2
514	2
515	3
516	3
517	0
518	3
519	2
520	3
521	3
522	1
523	1
524	0
525	2
526	2
527	1
528	0
529	1
530	3
531	0
532	0
533	1
534	2
535	1
536	3
537	3
538	2
539	3
540	0
541	1
542	2
543	3
544	2
545	2
546	1
547	0
548	3
549	0
550	0
551	2
552	0
553	3
554	2
555	0
556	2
557	0
558	2
559	2
560	1
561	0
562	2
563	0
564	0
565	3
566	2
567	3
568	1
569	0
570	2
571	1
572	1
573	1
574	0
575	3
576	0
577	2
578	1
579	3
580	1
581	2
582	1
583	1
584	0
585	0
586	1
587	3
588	2
589	3
590	1
591	3
592	0
593	0
594	1
595	3
596	1
597	3
598	2
599	0
600	2
601	2
602	3
603	0
604	2
605	3
606	1
607	2
608	0
609	0
610	2
611	2
612	2
613	1
614	2
615	0
616	0
617	3
618	0
619	2
620	1
621	0
622	3
623	0
624	3
625	2
626	2
627	1
628	1
629	1
630	1
631	1
632	0
633	1
634	3
635	3
636	1
637	2
638	0
639	2
640	3
641	0
642	3
643	0
644	0
645	1
646	0
647	0
648	3
649	1
650	3
651	1
652	2
653	3
654	0
655	2
656	2
657	0
658	2
659	2
660	1
661	0
662	0
663	1
664	1
665	3
666	1
667	1
668	2
669	0
670	2
671	0
672	2
673	2
674	0
675	1
676	0
677	1
678	0
679	2
680	1
681	0
682	0
683	2
684	2
685	0
686	2
687	0
688	0
689	2
690	2
691	2
692	1
693	2
694	2
695	1
696	1
697	0
698	1
699	3
700	3
701	0
702	3
703	0
704	0
705	2
706	2
707	2
708	1
709	1
710	1
711	0
712	3
713	1
714	2
715	1
716	3
717	1
718	2
719	1
720	1
721	2
722	0
723	1
724	1
725	0
726	3
727	2
728	2
729	1
730	1
731	0
732	2
733	2
734	3
735	2
736	1
737	0
738	1
739	0
740	2
741	1
742	0
743	2
744	3
745	3
746	3
747	0
748	2
749	3
750	0
751	3
752	2
753	2
754	1
755	0
756	1
757	0
758	0
759	1
760	3
761	3
762	0
763	0
764	1
765	2
766	0
767	2
768	1
769	2
770	2
771	0
772	0
773	1
774	1
775	1
776	0
777	2
778	3
779	3
780	0
781	1
782	0
783	0
784	2
785	0
786	3
787	0
788	3
789	1
790	2
791	1
792	3
793	3
794	0
795	3
796	2
797	2
798	3
799	3
800	2
801	1
802	2
803	0
804	1
805	3
806	0
807	0
808	1
809	2
810	3
811	2
812	0
813	2
814	3
815	2
816	0
817	0
818	2
819	1
820	2
821	2
822	1
823	2
824	0
825	0
826	3
827	0
828	1
829	0
830	1
831	1
832	2
833	0
834	3
835	0
836	2
837	0
838	2
839	1
840	3
841	0
842	1
843	1
844	3
845	3
846	0
847	0
848	0
849	1
850	0
851	1
852	0
853	3
854	2
855	1
856	3
857	0
858	3
859	3
860	0
861	1
862	2
863	3
864	2
865	0
866	3
867	2
868	2
869	0
870	2
871	3
872	1
873	0
874	0
875	3
876	2
877	3
878	0
879	1
880	3
881	0
882	1
883	2
884	2
885	1
886	0
887	3
888	1
889	0
890	3
891	2
892	2
893	1
894	1
895	3
896	1
897	0
898	3
899	1
900	1
901	2
902	2
903	2
904	2
905	1
906	0
907	0
908	3
909	0
910	3
911	2
912	1
913	2
914	0
915	2
916	1
917	2
918	2
919	0
920	0
921	0
922	3
923	2
924	2
925	2
926	3
927	1
928	1
929	0
930	1
931	2
932	0
933	1
934	1
935	3
936	3
937	0
938	3
939	2
940	2
941	2
942	2
943	2
944	2
945	1
946	2
947	3
948	2
949	0
950	2
951	2
952	0
953	3
954	2
955	0
956	0
957	3
958	1
959	0
960	2
961	0
962	2
963	1
964	1
